emp_prse,jobs_1000,locquotient,h_mean,a_mean,mean_prse,h_median,a_median
6.0999999,3.3,.83999997,13.26,"27,590",1.3,12.34,"25,660"
2.5999999,36.408001,2.55,13.14,"27,320",3,11.42,"23,750"
9.1999998,1.597,.81,23.36,"48,590",3.7,21.34,"44,390"
4.3000002,2.987,1.21,14.05,"29,220",2,13.07,"27,190"
14.4,.52100003,.67000002,16.03,"33,340",2.2,15.31,"31,850"
20.799999,.163,.41,12.92,"26,880",3.1,11.31,"23,520"
3.2,6.7909999,.81,20.63,"42,900",1.3,18.22,"37,900"
4.6999998,1.914,1.08,36.88,"76,710",1.7,32.81,"68,240"
3.0999999,23.434,.94,12.22,"25,420",0.7,11.21,"23,310"
4.4000001,5.902,1.89,15.37,"31,960",1.6,13.16,"27,380"
9.3999996,1.265,.70999998,17.07,"35,510",4.1,13.61,"28,310"
2.7,26.068001,.83999997,14.53,"30,220",1.6,11.74,"24,410"
9.1000004,1.226,1.28,31.96,"66,480",3.2,27.8,"57,830"
6.0999999,2.6370001,.97000003,34.28,"71,310",4.4,27.42,"57,030"
5.5999999,3.3940001,1.24,39.69,"82,550",3.1,27.72,"57,660"
15.2,.79500002,1.6799999,19.62,"40,810",2.8,19.46,"40,480"
3.5,7.6020002,1.08,30.67,"63,790",1.8,26.19,"54,470"
6.8000002,2.9649999,1.29,42.48,"88,370",2.3,36.12,"75,140"
3,10.466,1.0700001,31.98,"66,530",2.2,25.62,"53,290"
26.200001,.602,1.01,15.93,"33,140",4.2,13.58,"28,240"
27.5,.050999999,1.96,24.87,"51,740",20.2,18.13,"37,710"
12.1,.39300001,1.38,28.09,"58,430",11.5,20.81,"43,290"
15,.63700002,.61000001,31.87,"66,290",8.5,24.08,"50,090"
8.3000002,.625,1.26,57.17,"118,920",4.1,51.75,"107,650"
11.9,.92699999,.69999999,14.66,"30,500",3.8,12.69,"26,390"
33.299999,.072999999,1.38,12.95,"26,940",3.8,11.39,"23,690"
2.3,11.335,1.11,29.4,"61,140",0.6,28.06,"58,360"
9.1000004,.78500003,1.39,15.68,"32,610",1.9,14.38,"29,900"
11.2,.028000001,.62,17.95,"37,340",5,17.32,"36,030"
2.8,.0060000001,.41999999,30.15,"62,700",7.8,33.41,"69,490"
7.5999999,2.286,1.2,20.7,"43,060",1.9,19.69,"40,950"
5.6999998,3.872,1.16,20.14,"41,890",1.3,19.17,"39,880"
2.2,12.221,1.14,22.4,"46,590",0.7,21.68,"45,090"
6,1.388,1.29,23.13,"48,120",1.5,22.99,"47,830"
6.5999999,.52399999,1.0599999,20.81,"43,280",1.8,20.03,"41,660"
4.0999999,2.7679999,.80000001,14.67,"30,500",1.8,13.98,"29,070"
28.9,.46599999,2.0599999,19.14,"39,800",5.9,17.52,"36,440"
10.7,.38600001,.93000001,26.97,"56,090",1.9,26,"54,070"
22.6,.033,.74000001,20.2,"42,020",2.6,19.68,"40,930"
3.7,.27000001,.28999999,21.73,"45,210",2.8,21.75,"45,250"
15.1,.175,.73000002,22.18,"46,130",6,18.94,"39,380"
2.8,13.27,.68000001,18.85,"39,210",0.7,17.43,"36,250"
.60000002,1.7079999,1.73,24.32,"50,590",4,24.12,"50,170"
6.6999998,.99000001,1.1900001,16.43,"34,180",1.6,15.34,"31,910"
4.6999998,1.3049999,.73000002,13.67,"28,430",1.6,13,"27,030"
6.8000002,1.174,.88,18.4,"38,260",1.1,17.88,"37,190"
6.5,.60600001,.92000002,15.29,"31,810",2.6,13.83,"28,760"
6.9000001,1.908,1.2,21.08,"43,840",2.1,21.03,"43,740"
25.5,.168,.56999999,19.2,"39,930",3.7,18.31,"38,090"
6.6999998,2.5209999,2.1199999,17.33,"36,050",1.7,15.95,"33,180"
4.5,.95700002,1.01,20.34,"42,310",2.3,18.81,"39,120"
3.5,6.823,.95999998,15.21,"31,640",1.1,14.31,"29,750"
8.3999996,1.495,1.4400001,19.54,"40,630",3.3,18.25,"37,960"
5.9000001,1.403,1.24,21.4,"44,510",1.9,21.49,"44,700"
9.1000004,1.442,2.29,20.23,"42,080",2.5,18.84,"39,200"
14.5,.86500001,1.61,15.66,"32,580",3.1,14.84,"30,870"
4.1999998,.257,.38,30.45,"63,340",2,31.31,"65,130"
8,1.24,.88999999,19.42,"40,400",2,17.83,"37,080"
19.9,.17299999,.73000002,26.29,"54,680",3.8,24,"49,920"
0,.42399999,.73000002,26.25,"54,600",3.1,28.16,"58,570"
0,2.0840001,.88,24.81,"51,600",2.7,28.77,"59,850"
0,1.017,1.3,23.8,"49,510",2.8,27.52,"57,250"
4.6999998,4.1230001,1.75,23.7,"49,290",0.9,22.31,"46,410"
3,6.4120002,1.36,15.84,"32,950",0.8,14.61,"30,380"
3,13.876,.97000003,13.96,"29,040",1,12.12,"25,200"
13.7,.89300001,1.75,15.48,"32,200",2.2,13.68,"28,450"
7.5,5.1630001,1.23,32.93,"68,500",1.1,32.67,"67,950"
8.3000002,2.2379999,1.72,25.86,"53,780",3.3,24.12,"50,180"
6.0999999,4.572,1.13,18.44,"38,360",1.5,17.68,"36,770"
2.8,15.12,.95999998,20.09,"41,780",1,19.36,"40,260"
10.8,.208,.73000002,23.64,"49,170",2.8,23.46,"48,800"
8.1999998,1.499,1.1900001,16.24,"33,780",1.6,15.05,"31,300"
2.2,1.699,3.71,23.31,"48,480",7.6,22.64,"47,100"
15.8,.109,1.29,26.39,"54,890",6.2,24.24,"50,410"
5.8000002,2.5999999,1.34,19.78,"41,150",2.6,18.45,"38,370"
13.4,.375,.62,16.37,"34,040",2.1,14.88,"30,960"
2.5,19.486,.94,16.71,"34,760",1.3,15.37,"31,980"
21.6,.51599997,1.34,17.11,"35,580",3.2,16.24,"33,770"
8.6999998,.15700001,1.96,19.32,"40,180",3,17.59,"36,590"
31.1,.045000002,.63,25.51,"53,060",2,24.89,"51,760"
7.0999999,2.687,1.83,17.77,"36,960",1.4,16.48,"34,280"
31.5,.028999999,.2,33.39,"69,440",10.8,30.1,"62,610"
18.6,.093999997,.95999998,23.22,"48,290",8.2,20.62,"42,880"
31.4,.07,.25,11.49,"23,900",3.2,11.19,"23,260"
28.200001,.42500001,.20999999,12.44,"25,880",3.3,11.39,"23,690"
20,.068000004,.27000001,15.61,"32,460",11.2,13.53,"28,140"
23,.034000002,.69,13.74,"28,570",18.9,10.16,"21,130"
4.5,2.8559999,.73000002,38.47,"80,030",1.5,37.2,"77,380"
39.099998,.0099999998,.1,27.97,"58,170",11.5,27.94,"58,120"
19.200001,.21699999,.47999999,26.54,"55,210",4.9,26.77,"55,670"
49.5,.13600001,1.61,17.48,"36,370",5.8,16.13,"33,550"
5.1999998,4.2080002,.87,26.69,"55,510",2.1,25.12,"52,260"
22.200001,.324,1.77,24.59,"51,150",7.5,22.86,"47,550"
37.599998,.045000002,.54000002,20.7,"43,060",10.1,21.19,"44,070"
18,.38,1.4,20.87,"43,400",2.8,20.04,"41,690"
9.8000002,1.145,.91000003,26.16,"54,410",3.4,24,"49,920"
38.299999,.027000001,1.45,25.58,"53,200",17.6,24.11,"50,160"
5.0999999,4.6799998,.69,21.77,"45,290",1.5,18.98,"39,490"
32.400002,.122,.34999999,28.51,"59,300",4.5,27.61,"57,430"
7.3000002,.89300001,.34999999,37.81,"78,650",2.5,38.52,"80,130"
10.6,1.441,2.1300001,26.83,"55,800",4.3,22.8,"47,430"
16.4,.28799999,2.27,25.57,"53,190",6.1,22.91,"47,640"
5.5999999,3.2590001,.74000001,31.37,"65,240",2,30.28,"62,980"
17.4,.331,1,27.43,"57,060",4.5,26.77,"55,680"
36.299999,.148,.85000002,*,*,*,*,*
7.3000002,1.823,1.17,21.96,"45,670",2.4,20.35,"42,330"
32.599998,.16599999,.61000001,24.74,"51,460",5.3,24.28,"50,500"
6.8000002,2.405,.80000001,27.26,"56,710",3.5,25.16,"52,330"
19.799999,.46000001,2.71,24.27,"50,470",4.8,21.64,"45,010"
22.5,.119,.92000002,19.27,"40,080",3.9,18.41,"38,290"
11.5,.778,.92000002,25.99,"54,070",3.9,24.97,"51,940"
17.6,.54000002,.57999998,25.69,"53,440",3.9,23.49,"48,870"
22.299999,.398,.75999999,32.69,"68,000",3.9,32.28,"67,150"
47.5,.111,1.76,20.04,"41,690",3.1,19.25,"40,040"
23.200001,.185,1.0700001,17.28,"35,950",6.3,15.37,"31,970"
18,.186,.77999997,16.71,"34,770",3.8,16.03,"33,330"
24.1,.27599999,.54000002,17.66,"36,720",4.4,17.06,"35,480"
36.900002,.184,2.3900001,16.37,"34,060",8.4,14.11,"29,350"
29,.20100001,.51999998,16.14,"33,560",3,15.29,"31,790"
16.700001,.125,.76999998,18.13,"37,710",4.4,16.68,"34,690"
7.6999998,.53899997,.77999997,41.05,"85,390",3.1,42.58,"88,570"
22.5,.142,.82999998,41.02,"85,310",7.3,45.78,"95,220"
23,.186,1.24,23.57,"49,020",9.3,22.44,"46,670"
13.5,.296,.98000002,21.99,"45,730",2.4,20.41,"42,460"
4.4000001,.147,.14,27.62,"57,450",10.3,25.43,"52,890"
26.799999,.111,.60000002,22.98,"47,790",11,20.72,"43,100"
25.5,.085000001,.34999999,22.39,"46,560",6.2,22.08,"45,920"
30.5,.048,.44999999,33.68,"70,050",9.1,33.31,"69,290"
49.099998,.093999997,.76999998,24.6,"51,160",10.6,23.26,"48,370"
3.5,2.1329999,.66000003,38.14,"79,330",1.2,37.12,"77,200"
11.2,.59799999,.85000002,22.2,"46,170",3.3,20.79,"43,250"
7.4000001,2.349,1.4299999,26.99,"56,150",2.3,27.07,"56,310"
25.200001,.126,.95999998,31.9,"66,360",4,32.21,"66,990"
32.400002,.1,.82999998,22.7,"47,210",2.1,22.31,"46,410"
11.2,.074000001,.85000002,39.45,"82,050",3.9,41.17,"85,640"
14.1,.34799999,.76999998,27.08,"56,320",3,25.56,"53,160"
24.700001,.182,1.0599999,46.62,"96,960",4.1,47.08,"97,940"
39.099998,.068999998,.85000002,14.33,"29,820",3.7,12.43,"25,860"
32.900002,.103,.56999999,20.34,"42,300",6,20.99,"43,670"
11.7,.479,.98000002,24.89,"51,780",2.5,25.06,"52,120"
11.7,.91100001,.99000001,30.7,"63,860",3.6,31.62,"65,770"
8.1000004,.86900002,.86000001,22.31,"46,390",3.9,20.73,"43,120"
5,3.372,.75,21.86,"45,480",2,20.02,"41,630"
8.3999996,.90200001,.49000001,27.35,"56,880",3.4,27.41,"57,010"
36.299999,.026000001,.11,21.43,"44,560",4.3,20.93,"43,540"
6.8000002,.62699997,.68000001,33.22,"69,100",5.1,30.64,"63,730"
35.5,.082000002,.55000001,18.3,"38,050",14,16.65,"34,640"
35.299999,.068000004,.61000001,19.46,"40,480",11.1,15.44,"32,110"
27.5,.097000003,.44,19.96,"41,520",5.3,18.49,"38,460"
37.299999,.085000001,.94999999,16.72,"34,770",6.1,14.88,"30,940"
33.700001,.052999999,.50999999,23.89,"49,680",6.8,23.07,"47,980"
21.1,.49000001,.61000001,16.14,"33,570",4.3,14.7,"30,580"
47.900002,.068999998,.47,23.32,"48,500",6.6,22.36,"46,500"
15.9,.177,.52999997,32.59,"67,790",4.8,32.9,"68,430"
10.1,1.274,.58999997,29.16,"60,650",3.8,28.23,"58,720"
23.1,.13500001,.60000002,21.03,"43,740",8,19.75,"41,070"
7.0999999,1.324,.55000001,26.41,"54,930",2.2,26,"54,070"
9.8999996,.31,.52999997,24,"49,930",2.6,22.05,"45,860"
33.299999,.112,.38999999,27.3,"56,780",5.3,27.37,"56,930"
15.5,.35800001,.44,45.76,"95,180",2.4,50.4,"104,840"
15.9,.616,.81999999,29.66,"61,690",4.1,32.29,"67,160"
31.4,.066,2.5599999,21.49,"44,700",10.2,20.56,"42,750"
16.200001,.29499999,.95999998,28.43,"59,130",3.4,25.98,"54,030"
38.5,.025,.43000001,18.88,"39,280",8.4,19.58,"40,720"
29.5,.081,.95999998,28.87,"60,060",11.7,29.68,"61,740"
3.4000001,7.2210002,.75999999,20.94,"43,550",1.2,19.24,"40,030"
30.700001,.141,.58999997,17.42,"36,230",7.1,15.51,"32,250"
34.400002,.093999997,.76999998,29.52,"61,400",6.5,29.93,"62,260"
11.1,.72500002,.92000002,15.72,"32,700",2.3,14.3,"29,750"
11.3,1.118,1.04,19.62,"40,810",2.9,17.49,"36,380"
2.8,3.4549999,.80000001,29.53,"61,430",1.2,27.18,"56,540"
16.6,.23800001,.81999999,22.98,"47,790",6.1,21.9,"45,560"
35.799999,.101,1.09,14.93,"31,050",7.5,14.39,"29,940"
5.6999998,2.152,1.17,15.95,"33,170",2,14.18,"29,490"
41.799999,.12899999,.49000001,18.25,"37,950",5.2,16.49,"34,290"
22,.278,.50999999,18.98,"39,480",4.2,18.19,"37,830"
26.4,.075999998,.54000002,17.09,"35,540",5,16.03,"33,340"
4,6.737,.74000001,15.04,"31,290",1.1,13.28,"27,620"
8.6000004,1.709,1.33,13.25,"27,550",1.8,12.05,"25,050"
10.9,1.164,1.26,14.39,"29,930",2.3,12.89,"26,810"
16,.403,.37,12.29,"25,560",2,11.5,"23,930"
31.6,.23,.41999999,12.62,"26,260",3.4,12.12,"25,210"
17.799999,.079999998,.54000002,15.65,"32,560",4.1,14.11,"29,340"
7.9000001,.92699999,.87,13.54,"28,160",2.6,12.04,"25,050"
23.4,.31400001,1.34,14.34,"29,840",3.4,13.48,"28,030"
19.9,.37,1.21,12.72,"26,450",4.1,11.93,"24,810"
9.5,.95300001,.94,18.94,"39,390",2.1,17.69,"36,790"
9,.20299999,1.22,28.77,"59,850",2.9,27.2,"56,580"
17,.32800001,.63999999,18.99,"39,510",6.5,15.53,"32,290"
21.4,.148,1.15,18.37,"38,220",3.7,17.61,"36,620"
25.5,.109,.61000001,18.08,"37,600",9,15.88,"33,020"
8.8999996,1.141,.86000001,16.62,"34,580",1.8,15.34,"31,900"
17.200001,.13,1.6799999,19.59,"40,750",4.9,17.51,"36,420"
10.7,.68800002,1.3099999,16.18,"33,660",2.6,14.94,"31,070"
13.2,.30199999,1.46,17.88,"37,200",3,16.13,"33,550"
22.4,.175,1.4,22.42,"46,640",3.7,21.91,"45,580"
5.5999999,2.6949999,1.02,20.93,"43,520",1.9,19.89,"41,370"
26.799999,.017999999,.15000001,20.26,"42,150",4.1,20.43,"42,480"
34.200001,.029999999,.55000001,15.72,"32,710",6.9,13.82,"28,740"
25.200001,.037999999,.93000001,30.62,"63,680",8.8,26.84,"55,830"
39.299999,.0080000004,.37,21.73,"45,200",5.2,19.9,"41,390"
31.1,.077,.79000002,16.15,"33,600",5.5,14.41,"29,980"
17.5,.61900002,.56999999,14.45,"30,060",4,12.27,"25,520"
25.200001,.45199999,.52999997,17.36,"36,100",2.5,16.24,"33,790"
11.8,.25999999,.5,26.23,"54,560",2.4,26.08,"54,250"
6.3000002,1.427,.54000002,20.11,"41,840",1.8,18.2,"37,860"
14.6,.264,.97000003,18.14,"37,730",2.8,17.38,"36,140"
21.700001,.146,1.08,19.82,"41,230",4.6,19.37,"40,290"
19.5,.033,.55000001,19.31,"40,160",4.8,18.38,"38,220"
16.6,.32499999,1.25,16.34,"33,980",3.9,14.52,"30,190"
22.700001,.086999997,1.53,17.16,"35,700",5,14.31,"29,770"
18.5,.162,1.03,16.43,"34,180",5,14.77,"30,730"
12.1,.25299999,1.15,21.69,"45,120",4.1,21.1,"43,880"
8.1000004,1.189,.99000001,17.78,"36,980",2.9,15.89,"33,050"
17.6,.338,.99000001,16.01,"33,310",4.1,14.32,"29,780"
7.9000001,1.265,.86000001,12.5,"26,000",1.4,11.65,"24,230"
12,.419,1.39,11.96,"24,880",2.1,11.58,"24,080"
7.0999999,3.473,3.6300001,12.14,"25,240",1,11.34,"23,580"
34.5,.050999999,1.02,12.94,"26,920",3.5,12.78,"26,580"
22.799999,.017000001,.67000002,13.33,"27,730",4.9,12.84,"26,700"
21.200001,.211,1.47,19.19,"39,920",4.8,16.78,"34,910"
25.200001,.25999999,3.79,13.34,"27,740",3.7,12.25,"25,480"
20.9,.18700001,1.88,12.76,"26,540",3.3,11.53,"23,980"
23.799999,.204,1.39,12.55,"26,100",4,11.51,"23,940"
20.799999,.059,.27000001,15.02,"31,250",10.9,12.4,"25,800"
38.599998,.115,.87,17.3,"35,990",4.6,16.57,"34,470"
21,.223,6.5900002,29.32,"60,980",7.8,31.11,"64,710"
18.799999,.29800001,1.3099999,16.93,"35,210",3.5,15.16,"31,540"
30,.186,1.8200001,14.37,"29,890",6,11.48,"23,880"
12.3,.67299998,.98000002,17.57,"36,550",4.1,16,"33,270"
16.200001,.153,1.24,16.08,"33,440",6.2,13.87,"28,850"
28.4,.176,.47999999,15.08,"31,360",4.4,13.7,"28,500"
13.8,.26300001,.47,14.82,"30,830",3.4,13.78,"28,650"
29.200001,.023,.5,17.84,"37,110",16.4,14.11,"29,340"
7,.12800001,.52999997,47.69,"99,200",2.3,46.96,"97,670"
6.5,.13600001,.58999997,38.14,"79,340",2.4,38.49,"80,060"
6.3000002,.41,.5,35.51,"73,870",2.5,35.74,"74,340"
24.5,.048999999,.23,25.98,"54,030",9.1,23.18,"48,200"
41,.057,.55000001,45.26,"94,130",2.3,45.8,"95,260"
20.5,.27000001,.99000001,36.96,"76,880",3.8,37.84,"78,710"
32.5,.068999998,.79000002,29.96,"62,310",6,28.07,"58,390"
26.4,.219,.40000001,21.01,"43,700",5.2,19.74,"41,070"
24.4,.227,.67000002,20,"41,600",7.9,18.55,"38,570"
17.6,.18099999,.81999999,14.23,"29,600",1.9,13.58,"28,250"
11.9,.39399999,1.85,14.95,"31,090",2,14.19,"29,510"
8.6000004,.84299999,.93000001,18.16,"37,780",2.7,16.82,"34,990"
16.1,.208,2.4300001,13.76,"28,610",2.3,12.52,"26,040"
12.2,.292,.69,15.48,"32,190",2.1,14.62,"30,420"
14,.26899999,.5,15.62,"32,480",3.1,13.92,"28,950"
21.1,.039000001,.31,16.66,"34,650",3.8,15.54,"32,310"
3.5,3.9630001,1.05,20.18,"41,980",1.2,18.13,"37,710"
19.799999,.26300001,1.46,16.48,"34,270",5.5,14.19,"29,510"
19.5,.38499999,1.54,19.94,"41,470",3.5,19.59,"40,750"
20.700001,.124,1.3,19.48,"40,530",7.9,16.1,"33,490"
24.9,.153,.72000003,16.9,"35,150",4.6,14.95,"31,090"
6.8000002,3.063,1.11,14.26,"29,660",3.1,11.91,"24,770"
10.6,.45699999,.75999999,16.47,"34,260",2.3,15.31,"31,850"
10.6,.50800002,1.37,19.34,"40,230",4.2,15.28,"31,790"
18.4,.113,1.21,16.21,"33,720",3.7,14.02,"29,160"
25.9,.112,.68000001,18.29,"38,040",3.7,17.24,"35,860"
16.299999,.20100001,1.28,25.11,"52,220",10.5,18.02,"37,470"
30.799999,.075000003,.67000002,16.4,"34,110",7,14.79,"30,760"
14.4,.13500001,1.1,16.15,"33,600",3.4,14.08,"29,290"
34.700001,.024,.40000001,13.66,"28,410",6.4,11.86,"24,680"
29.9,.063000001,1.04,16.64,"34,600",5.9,16.17,"33,640"
18.1,.29800001,1.03,14.96,"31,120",4,13.16,"27,380"
16.200001,.35499999,.52999997,18.51,"38,510",6.7,17.25,"35,870"
5.9000001,2.3599999,.83999997,12.76,"26,540",1,11.74,"24,430"
9.8999996,1.896,1.0599999,14.02,"29,150",2.2,12.01,"24,980"
10.6,.061000001,1.05,25.78,"53,620",4.3,26.32,"54,750"
4.0999999,2.71,.98000002,27.29,"56,760",1.9,25.34,"52,700"
21.799999,.73100001,1.24,*,"193,240",11.4,*,"177,070"
14,.23800001,.88,*,"101,890",8.2,*,"83,150"
0,.096000001,.60000002,64.41,"133,970",2.3,70.52,"146,680"
20.799999,1.273,1.52,*,"50,250",3.4,*,"51,850"
34.099998,.13,1.21,12.51,"26,020",3.1,11.76,"24,450"
8,1.524,1.23,20.37,"42,360",4.1,19.77,"41,120"
10.5,1.564,.44,16.63,"34,580",2.3,15.95,"33,170"
12.5,2.7320001,.91000003,16.61,"34,550",4.9,13.71,"28,510"
4.6999998,6.9860001,.56999999,22.01,"45,770",1.6,21.49,"44,700"
4.4000001,6.191,1.01,18.47,"38,420",2.5,16.03,"33,330"
11.3,1.3789999,.99000001,14.77,"30,720",2.2,13.54,"28,170"
15.2,.22,.55000001,25.21,"52,440",13.1,19.51,"40,580"
8.3999996,.015,.46000001,22.03,"45,820",9.1,18.12,"37,690"
8.3000002,2.1440001,2.0999999,12.35,"25,680",1.3,11.45,"23,810"
19.700001,.34599999,.41999999,14.7,"30,590",2.5,13,"27,040"
23.6,.033,.67000002,26.85,"55,850",5.7,23.9,"49,700"
31,.19499999,.93000001,39.97,"83,140",4.8,39.95,"83,090"
39.400002,.28,1.64,15.18,"31,570",6.9,13.93,"28,980"
40.900002,.25299999,.94,20.12,"41,850",5.3,18.72,"38,930"
21.799999,.149,.80000001,16.44,"34,200",7.3,15.97,"33,210"
28.4,.23199999,.75999999,29.1,"60,530",8.7,28.43,"59,140"
26.200001,.081,.25,30.66,"63,780",7.6,29.1,"60,530"
5.3000002,2.6949999,.67000002,17.84,"37,110",1.4,16.22,"33,730"
6.0999999,3.6070001,1.38,13.1,"27,250",3.4,11.65,"24,240"
6.5999999,21.525,1.13,14.36,"29,870",1.2,12.31,"25,610"
17.4,.34400001,.66000003,13.74,"28,580",2.6,12.24,"25,470"
11.4,7.5009999,1.53,12,"24,960",2.1,11.19,"23,270"
17.700001,.64499998,.80000001,25.55,"53,130",6.1,24.22,"50,370"
11.6,.639,3.5,14.44,"30,030",4.6,12.2,"25,380"
2.8,2.112,1.4299999,114.6,"238,360",1.5,#,#
2.2,17.309,1.12,75.73,"157,510",1.1,63.94,"132,980"
7.0999999,.108,.30000001,*,"66,790",3.6,*,"61,730"
15.3,.42399999,2.1500001,62.77,"130,550",3,56.15,"116,790"
4.1999998,3.9549999,2.5699999,84.79,"176,370",1.4,77.78,"161,770"
3.0999999,4.8899999,1.88,72.63,"151,070",1.4,65.17,"135,550"
7.0999999,.87300003,1.85,72.88,"151,600",2.6,64.44,"134,040"
3.5,2.858,1.51,61.91,"128,770",1.7,55.52,"115,490"
6.0999999,5.6040001,2.1800001,91.6,"190,520",1.4,85.93,"178,740"
2.8,6.1859999,1.55,85.59,"178,020",1.8,76.76,"159,660"
5.6999998,1.068,.88999999,62.25,"129,480",2.3,55.88,"116,220"
4.5999999,.58899999,1.1900001,69.22,"143,990",2,65.97,"137,220"
5.6999998,1.127,1.35,60.95,"126,770",2.1,56.75,"118,040"
7.8000002,.186,1.71,74.54,"155,040",3.1,69.74,"145,050"
3.5999999,1.61,1.6799999,76.65,"159,440",1.2,71.5,"148,720"
7.3000002,.373,1.54,70.65,"146,950",2.3,64.95,"135,100"
21.9,.027000001,.82999998,41.45,"86,210",11.2,43.28,"90,020"
5.3000002,2.148,1.16,65.66,"136,560",3.3,59.91,"124,610"
13.4,.69700003,2.02,28.33,"58,940",4.1,26.03,"54,150"
4.5999999,1.0700001,.61000001,*,"122,040",1.7,*,"122,370"
10.2,.66100001,.66000003,59.9,"124,590",3.9,54.37,"113,080"
11.4,.45500001,1.79,44.11,"91,740",4.3,37.21,"77,390"
9,2.342,1.86,83.28,"173,230",3.1,76.6,"159,320"
8.1999998,2.263,1.55,26.73,"55,600",3.1,24.16,"50,250"
27,.022,.37,42.73,"88,880",18.7,35.94,"74,750"
18.299999,.28999999,1.13,38.73,"80,570",4.4,34.73,"72,230"
4.6999998,2.175,.88999999,66.12,"137,530",2.8,60.34,"125,500"
13.9,1.026,2.5999999,84.11,"174,950",4.1,75.26,"156,530"
0,.034000002,.34,41.04,"85,360",1.7,40.04,"83,280"
7,1.985,1.52,51.92,"107,990",4.1,42.77,"88,970"
5.1999998,.126,1.87,65.97,"137,220",3.3,64.79,"134,760"
4.0999999,5.0549998,1.6799999,76.06,"158,200",1.5,70.8,"147,270"
16.5,.07,.64999998,42.58,"88,560",23.5,27.78,"57,790"
4.1999998,3.221,1.11,36.36,"75,620",1.5,34.44,"71,630"
10.3,1.8430001,.93000001,40.3,"83,820",1.9,40.42,"84,070"
30.4,.20900001,1.85,33.04,"68,720",3.5,32.55,"67,710"
4.6999998,2.7939999,1.39,43.12,"89,690",1.3,42.9,"89,230"
4.6999998,1.8839999,1.27,44.1,"91,740",2,39.32,"81,780"
3.5999999,5.0819998,1.3099999,41.7,"86,750",1.1,38.97,"81,070"
14.4,.713,1.29,44.94,"93,460",5.8,42.96,"89,350"
6.1999998,1.086,.97000003,40.67,"84,590",1.5,37.71,"78,440"
5.4000001,7.665,1.66,55.93,"116,330",2.8,47.66,"99,130"
6.5,1.063,1.48,32.11,"66,790",3.7,28.9,"60,100"
8.5,1.036,2.03,31.91,"66,360",4.8,29.18,"60,690"
9.8000002,.78399998,1.39,40.39,"84,010",1.7,37.85,"78,720"
6.5999999,2.2260001,1.13,41.23,"85,750",1.3,41,"85,280"
9.6999998,9.3280001,2.23,43.85,"91,210",2,39.07,"81,260"
2.5999999,13.381,1.9,44.79,"93,160",1.7,40.37,"83,970"
3.9000001,11.073,1.27,44.21,"91,950",1.4,39.46,"82,080"
20,.205,.5,45.43,"94,490",3.9,44.61,"92,780"
5.5,.391,1.02,45.99,"95,670",1.9,44.67,"92,910"
8.3000002,.70899999,1.35,52.38,"108,950",3.9,46,"95,670"
5,4.349,2.1099999,61.44,"127,800",2.7,50.29,"104,610"
8,2.7650001,1.96,80.47,"167,380",4.3,67.08,"139,530"
26.6,.47799999,.75999999,44.22,"91,980",2.9,40.56,"84,360"
6.8000002,.505,1.37,58.56,"121,810",10.7,54.16,"112,650"
15,.186,.74000001,25.5,"53,030",4,23.09,"48,030"
9.3999996,2.701,1.25,44.02,"91,570",3.4,34.66,"72,090"
1.1,.233,.58999997,41.07,"85,430",1.2,39.4,"81,950"
18.1,.71100003,1.48,36.19,"75,280",5.5,33.38,"69,440"
10.3,1.592,1.8,45.59,"94,820",3.5,39.7,"82,570"
24,.56300002,2.8800001,60.37,"125,580",6.4,60.22,"125,260"
8.3999996,7.1440001,1.75,55.78,"116,020",1.4,53.53,"111,350"
17.4,.95700002,1.3,55.71,"115,880",1.2,56.24,"116,980"
7.8000002,3.2950001,1.9,51.48,"107,070",2.5,50.65,"105,360"
7.9000001,17.267,2.9000001,68.09,"141,630",4.5,64.13,"133,390"
8,6.8629999,2.48,65.25,"135,710",1.1,64.42,"134,000"
5.8000002,2.3429999,2.6500001,51.04,"106,160",2,50.19,"104,400"
9.8999996,1.1160001,1.4,50.44,"104,920",1.3,50.97,"106,030"
5.5999999,3.608,1.37,51.75,"107,640",2.2,50.37,"104,760"
12.7,1.771,1.6,63.32,"131,710",2.3,62.98,"130,990"
5.3000002,5.612,1.3,33.61,"69,910",1.5,32.24,"67,050"
9,1.4630001,1.12,40.17,"83,560",2.2,37.37,"77,720"
6.6999998,4.6550002,2.0999999,55.13,"114,670",1.4,53.11,"110,460"
35.5,.146,1.08,64.18,"133,500",6.1,64.53,"134,220"
37.5,.085000001,4.4400001,50.61,"105,260",5.9,51.68,"107,500"
9,1.074,1.4400001,52.42,"109,040",2.1,51.09,"106,260"
8.1000004,.456,1.78,54.84,"114,070",5.3,53.62,"111,530"
7.4000001,1.7079999,2.3599999,48.64,"101,170",3.2,45.35,"94,330"
28.1,.20200001,1.51,39.17,"81,470",5.6,35.68,"74,220"
33.099998,.104,1.29,45.64,"94,930",4.7,47.52,"98,850"
14.2,.27399999,.89999998,45.48,"94,600",2.4,45.07,"93,750"
46.400002,.41600001,.89999998,*,*,*,*,*
9.3999996,.31999999,2.27,47.57,"98,950",4.3,47.17,"98,120"
6.3000002,3.868,1.84,54.83,"114,050",1.6,53.98,"112,270"
21.1,1.567,3.3399999,66.53,"138,390",2.3,65.49,"136,220"
12.8,1.635,1.27,54.65,"113,670",2,55.24,"114,910"
