emp_prse,jobs_1000,locquotient,h_mean,a_mean,mean_prse,h_median,a_median
14.3,.51700002,.94999999,21.29,"44,280",3,21.09,"43,880"
8.1000004,.242,1.72,23.28,"48,420",17.7,21.02,"43,720"
5.0999999,3.4460001,.38,16.41,"34,130",1.7,15.13,"31,460"
9.8000002,1.669,1.3,13.96,"29,030",4.2,12.43,"25,860"
16.4,.71600002,.77999997,16.67,"34,680",2.7,16.8,"34,940"
18.700001,.58899999,.55000001,13.13,"27,320",2.2,13.03,"27,100"
27.299999,.25400001,.47,13.77,"28,650",3.1,13.51,"28,110"
24.9,.12800001,.86000001,14.79,"30,760",4.8,13.33,"27,720"
12.3,.60799998,.56999999,15.73,"32,730",2.5,14.67,"30,510"
16,.07,.30000001,14.72,"30,620",3.3,14.26,"29,670"
18.1,.055,.18000001,12.64,"26,300",1.9,11.8,"24,550"
8.3000002,.99199998,.98000002,20.25,"42,120",1.8,20.21,"42,040"
9.6999998,.11,.66000003,28.26,"58,780",2.2,26.94,"56,040"
11.1,.412,.80000001,17.32,"36,020",3.1,16.99,"35,340"
24.4,.082000002,.46000001,20.34,"42,300",11.9,18.41,"38,300"
11.7,.60900003,.46000001,17.67,"36,760",1.5,17.47,"36,330"
29.799999,.037,.47999999,20.7,"43,050",6.4,20.93,"43,540"
13.7,.19,.36000001,18.35,"38,170",2.3,17.46,"36,320"
24.200001,.142,.68000001,19,"39,520",2.7,18.9,"39,300"
24.9,.067000002,.52999997,20.43,"42,490",4.9,20.45,"42,540"
8.3000002,1.779,.67000002,23.21,"48,270",1.5,23.01,"47,860"
39.900002,.079000004,.63999999,19.84,"41,270",3.2,19.27,"40,080"
46.799999,.028999999,.55000001,17.69,"36,800",4.4,17,"35,350"
26.299999,.033,.80000001,31.46,"65,440",4.5,32.36,"67,310"
12.7,.039999999,.41,21.68,"45,090",4.1,21.52,"44,760"
17.799999,.42300001,.38999999,16.2,"33,710",3.9,15.44,"32,110"
15.9,.58200002,.68000001,19.25,"40,040",3.3,19.03,"39,580"
11.6,.266,.51999998,29.06,"60,450",4.4,28.09,"58,430"
6.5999999,1.086,.41,23.55,"48,990",1.6,22.97,"47,780"
18.799999,.125,.46000001,19.05,"39,630",2.6,18.34,"38,150"
19.5,.089000002,.64999998,21.29,"44,280",3.9,20.98,"43,640"
14.7,.039000001,.64999998,22.13,"46,040",9.7,24.74,"51,470"
21.9,.148,.56999999,20.53,"42,700",4.6,19.85,"41,290"
23.700001,.079999998,.50999999,18.71,"38,920",5.2,18,"37,440"
13.4,.25099999,1.14,23.02,"47,890",2.8,23.1,"48,050"
9.5,1.425,1.1900001,19.98,"41,560",2.3,19.18,"39,890"
16.299999,.373,1.09,15.56,"32,360",2.9,14.71,"30,600"
7.6999998,1.302,.88999999,11.73,"24,410",1.4,11.05,"22,980"
21.700001,.264,.88,10.17,"21,150",5.5,9.76,"20,310"
7.4000001,.64399999,.67000002,12.76,"26,540",3,11.74,"24,410"
15.3,.014,.31999999,12.42,"25,840",14.8,11.15,"23,190"
24.700001,.061000001,.43000001,17.8,"37,030",13.2,14.69,"30,560"
22.4,.045000002,.66000003,14.14,"29,410",4.9,13.11,"27,270"
19.200001,.056000002,.56999999,14.63,"30,430",8.9,13.42,"27,920"
8,.127,.86000001,14.52,"30,210",3.1,13.99,"29,110"
22.799999,.07,.31999999,12.15,"25,270",5.9,11.22,"23,340"
15.4,.15000001,.66000003,19.75,"41,080",8.7,17.92,"37,270"
10,.50300002,.73000002,21.01,"43,690",2.9,20.9,"43,480"
20.299999,.071999997,.58999997,20.79,"43,240",7.4,21.84,"45,440"
25.1,.066,.18000001,15.11,"31,430",3.1,14.29,"29,730"
13.8,.141,.25,18.73,"38,950",6.5,17.33,"36,040"
15.2,.104,1.23,41.12,"85,530",2.9,40.31,"83,840"
22.299999,.175,.73000002,37.31,"77,600",2.9,37.72,"78,450"
8.8999996,.264,1.15,29.3,"60,940",2.4,28.77,"59,850"
10.2,.60699999,.74000001,26.33,"54,770",2.3,26.47,"55,060"
40.099998,.17299999,.81,25,"52,000",14.2,24.34,"50,630"
15.6,.092,.88,28.45,"59,170",8.2,28.51,"59,300"
28.1,.41600001,1.53,31.21,"64,910",7.1,30.78,"64,030"
17,.035,.40000001,27.4,"56,990",2.8,27.38,"56,940"
8.1000004,.97500002,1.79,24.19,"50,320",3.1,23.82,"49,550"
11.8,.447,1.3200001,19.93,"41,460",4,18.32,"38,100"
17.200001,.105,.47999999,18.19,"37,840",3.1,17.89,"37,210"
23.200001,.16,.75,17.53,"36,470",4.2,16.54,"34,400"
13.8,.76899999,.85000002,20.19,"41,980",1.3,19.73,"41,040"
16.5,.039999999,.46000001,15.03,"31,270",6.8,13.66,"28,400"
12,.46399999,1.09,17.04,"35,440",4.8,16.33,"33,960"
33.5,.34599999,.64999998,18.25,"37,960",3.5,17.61,"36,640"
18.6,.018999999,.15000001,18.31,"38,090",7.2,18.13,"37,720"
4,2.533,.67000002,21.89,"45,540",1.9,20.8,"43,260"
34.200001,.122,.67000002,28.55,"59,390",22.2,20.79,"43,240"
21.9,.2,.80000001,20.92,"43,510",4.6,19.73,"41,040"
15.4,.117,1.22,22.64,"47,090",4.4,21.33,"44,370"
13.1,.223,1.0599999,14.24,"29,620",4,13.37,"27,810"
11.3,2.8670001,1.04,15.56,"32,360",2.4,14.52,"30,190"
20.700001,.34200001,.56999999,19.06,"39,630",3.2,18.45,"38,380"
13.4,.273,.74000001,23.69,"49,280",4.3,23.31,"48,490"
26.299999,.057,.61000001,*,*,*,*,*
14.2,.234,1.48,12.46,"25,920",6.8,11.73,"24,400"
23.799999,.122,1.1,17.85,"37,120",3.5,17.19,"35,760"
8.5,.193,1.58,17.77,"36,960",8.4,16.53,"34,390"
31.9,.035999998,.58999997,13.2,"27,450",6.8,13.07,"27,180"
47.099998,.024,.40000001,17.44,"36,270",7.6,16.1,"33,490"
14.1,.15899999,.55000001,17.26,"35,900",2.6,16.66,"34,660"
14.6,.528,.80000001,19.77,"41,120",7.9,18.74,"38,970"
9.5,1.608,.56999999,14.13,"29,380",1.2,13.63,"28,360"
11,.68000001,.38,16.21,"33,710",3.6,14.51,"30,180"
22.700001,.052000001,.88999999,25.88,"53,820",5.6,22.43,"46,650"
3.5,2.882,1.04,28.11,"58,470",1.1,27.41,"57,010"
9.1000004,.123,.44999999,*,"92,110",4.5,*,"87,670"
2.3,.055,.34999999,65.5,"136,240",6.1,69.56,"144,680"
13.2,.039999999,.60000002,35.89,"74,640",8.7,31.43,"65,380"
28.9,.426,3.97,12,"24,970",2.7,11.69,"24,310"
10.1,.68599999,.56,18.38,"38,240",5.1,17.44,"36,280"
5.1999998,4.3790002,1.23,15.83,"32,920",2,15.74,"32,740"
12.4,2.777,.93000001,14.28,"29,700",5,11.72,"24,370"
3.9000001,9.243,.75,22.92,"47,670",1.1,22.3,"46,380"
3.8,5.796,.94,17.53,"36,460",3.1,15.94,"33,150"
6.0999999,1.76,1.26,12.59,"26,180",2,12.22,"25,420"
9.6999998,.241,.60000002,15.42,"32,080",7,11.72,"24,370"
39.099998,.045000002,1.05,21.79,"45,320",4.2,21.61,"44,950"
30.4,.028000001,.13,16.99,"35,330",10.5,17.14,"35,650"
21.5,.054000001,.22,37.69,"78,400",5,38.36,"79,790"
22.200001,.016000001,.28,37.55,"78,110",10,32.48,"67,550"
9.8000002,1.492,1.46,11.52,"23,960",1.6,11.26,"23,420"
13.3,.96100003,1.15,10.88,"22,630",3.1,9.96,"20,710"
4.9000001,.012,.23999999,25.43,"52,880",2.1,24.36,"50,660"
14.1,.121,.56999999,32.18,"66,930",11.4,26.51,"55,140"
30.299999,.17399999,1.02,10.54,"21,930",7.3,9.67,"20,110"
15.5,.059999999,.22,21.72,"45,180",5.4,25.09,"52,190"
19.5,.11,.58999997,18.16,"37,760",5.9,18.61,"38,700"
14.4,.46200001,1.51,29.16,"60,650",4.4,28.18,"58,610"
33,.15700001,.49000001,24.3,"50,540",6.7,21.77,"45,280"
9,2.8789999,.72000003,19.17,"39,870",1.5,18.5,"38,470"
7.1999998,2.033,.77999997,11.82,"24,580",2.2,10.79,"22,450"
3.9000001,20.524,1.08,15.22,"31,660",1.3,13.92,"28,950"
14,.50400001,.97000003,14.74,"30,660",2.5,14.12,"29,380"
17.700001,6.2490001,1.27,12.5,"25,990",3.5,11.21,"23,310"
12.1,.048,1.91,23.6,"49,090",2.3,22.48,"46,750"
20.6,.023,.28,27.01,"56,180",3.1,27.11,"56,400"
11.9,.60399997,.75,20.8,"43,260",2,20.99,"43,650"
48.700001,.039999999,.22,18.11,"37,680",9,17.76,"36,940"
11.8,.421,.28999999,124.44,"258,840",4.2,#,#
2.0999999,14.393,.93000001,68.54,"142,570",1.2,55.73,"115,920"
11.3,.064000003,.18000001,*,"37,600",6.4,*,"19,570"
12.2,.125,.63,55.6,"115,650",5,46.58,"96,880"
5.5999999,1.178,.76999998,68.1,"141,640",2.2,65.44,"136,120"
4.6999998,2.421,.93000001,69.45,"144,470",2,61.62,"128,170"
6.3000002,.389,.81999999,64.73,"134,650",2.1,56.98,"118,510"
4.1999998,1.752,.92000002,56.04,"116,550",1.7,50.09,"104,200"
4.1999998,2.1900001,.85000002,79.08,"164,500",1.7,73.44,"152,760"
4.8000002,.89300001,.74000001,56.33,"117,160",1.9,51.05,"106,180"
4.4000001,.57200003,1.16,61.59,"128,110",1.6,59.66,"124,100"
5.5999999,.99000001,1.1900001,50.07,"104,150",2,44.35,"92,250"
9.1999998,.071000002,.64999998,62.05,"129,060",2.9,57.51,"119,630"
4.3000002,.72500002,.75999999,66.04,"137,370",1.4,60.43,"125,700"
7.9000001,.171,.70999998,64.95,"135,100",2.9,59.99,"124,780"
7.5999999,2.3380001,1.26,47.89,"99,610",1.6,46.9,"97,550"
15.4,.176,.50999999,22.71,"47,240",6.1,20.93,"43,530"
2.4000001,1.984,1.13,*,"89,330",1.2,*,"86,020"
19.5,.347,.34999999,55.55,"115,550",4.9,45.31,"94,240"
15.7,.085000001,.34,39.61,"82,380",5.7,36.13,"75,140"
6.8000002,1.059,.83999997,75.73,"157,510",2.7,70.92,"147,520"
10.6,.903,.62,31.34,"65,180",3.5,28.86,"60,020"
11.8,.022,.37,*,*,*,*,*
15.5,.23899999,.93000001,24.69,"51,360",4.8,21.31,"44,330"
4.8000002,1.8660001,.76999998,53.69,"111,670",2.9,47.4,"98,590"
20.4,.124,.31,63.34,"131,750",4.2,58.89,"122,480"
0,.033,.33000001,40.53,"84,290",1.1,39.81,"82,810"
9.8000002,1.064,.81,50.35,"104,730",6.9,36.55,"76,020"
11.2,.23899999,.23999999,41.61,"86,560",4.4,40.68,"84,600"
7.3000002,.027000001,.41,45.2,"94,010",6.2,38.53,"80,150"
9.5,1.735,.57999998,63.93,"132,970",2.4,61.43,"127,780"
18.799999,.037999999,.34999999,41.91,"87,170",10.6,37.28,"77,550"
3.2,3.372,1.16,33.27,"69,200",1.3,31.12,"64,740"
9.1999998,2.437,1.23,35.21,"73,230",4.2,33.04,"68,720"
16.799999,.23800001,2.0999999,28.37,"59,020",4.2,27.32,"56,830"
4,1.902,.94,36.53,"75,980",1.6,35.22,"73,270"
5.6999998,1.535,1.04,35.32,"73,460",1.7,33.78,"70,270"
3.7,4.3639998,1.12,33.59,"69,880",2.1,30.36,"63,140"
18.4,.296,.54000002,30.09,"62,580",10.5,30.54,"63,530"
7.5999999,1.312,1.17,39.36,"81,870",1.5,36.71,"76,360"
4.6999998,3.756,.81,44.4,"92,350",1.3,41.97,"87,290"
7.5,.73000002,1.02,27.27,"56,730",2.7,24.34,"50,630"
15,.47400001,.93000001,29.61,"61,590",3.4,27.13,"56,420"
8.6000004,.51899999,.92000002,36.49,"75,900",3.9,33.44,"69,550"
3.5999999,2.079,1.0599999,33.17,"69,000",1.3,31.62,"65,770"
4.3000002,3.138,.75,38.46,"80,010",2.3,33.77,"70,240"
3.5999999,7.4450002,1.0599999,38.84,"80,780",1.3,36.66,"76,240"
8.1000004,11.535,1.3200001,39.89,"82,970",0.9,36.33,"75,580"
27.5,.42300001,1.02,35.44,"73,710",12.7,29.9,"62,180"
8.3999996,.384,1,42.76,"88,950",2.1,41.16,"85,600"
8.1000004,.96899998,1.84,44.72,"93,020",3.2,37.68,"78,380"
10.4,2.931,1.42,43.95,"91,410",2,39.87,"82,940"
11.3,1.233,.88,61.29,"127,490",6.4,48.61,"101,110"
15,.71200001,1.13,33.02,"68,680",3.6,30.22,"62,860"
23,.463,1.26,50.72,"105,500",3.9,45.59,"94,820"
18.6,.169,.67000002,27.17,"56,510",7.2,24.45,"50,870"
9.1999998,2.312,1.0700001,42.95,"89,350",5,33.22,"69,110"
4.5999999,.162,.41,38.85,"80,800",1.7,38.2,"79,460"
13.4,.59100002,1.23,23.43,"48,740",11.2,20.08,"41,760"
10.6,.89999998,1.02,35.91,"74,690",3.1,34.83,"72,440"
30.9,.229,1.17,45.81,"95,290",16.6,46.5,"96,720"
7.9000001,6.527,1.6,46.73,"97,200",1.2,44.4,"92,360"
9.6000004,1.022,1.38,45.13,"93,870",3.5,44.01,"91,530"
9.3000002,2.402,1.38,41.16,"85,600",2,40.07,"83,340"
5.8000002,8.6660004,1.45,52.52,"109,240",1.1,52.93,"110,090"
8,2.8399999,1.03,53.14,"110,530",1.7,52.21,"108,590"
9.3000002,.838,.94999999,35.82,"74,500",1.8,34.6,"71,960"
4.5999999,1.217,1.53,45.2,"94,010",1.2,45.36,"94,350"
5.3000002,3.471,1.3200001,44.62,"92,810",1.1,43.48,"90,450"
6.8000002,1.61,1.45,56.84,"118,230",1.5,56.64,"117,800"
4.9000001,6.0960002,1.42,25.52,"53,080",1.5,24.49,"50,940"
9.6000004,2.0350001,1.5599999,38.83,"80,760",2.3,38.34,"79,740"
10.5,2.2309999,1.01,46.98,"97,720",1.5,46.92,"97,600"
26.1,.096000001,.70999998,61.18,"127,250",6.2,52.09,"108,360"
6.5999999,1.393,1.87,40.53,"84,300",4.1,38.26,"79,580"
9.3999996,.15099999,.58999997,43.02,"89,480",4,40.5,"84,240"
11.2,1,1.38,50.19,"104,400",4.9,46.24,"96,180"
14.2,.123,1.54,30.46,"63,350",6.1,29.64,"61,660"
13.9,.204,.67000002,29.16,"60,640",2.9,27.29,"56,760"
15.7,.87800002,1.9,56.6,"117,730",1.4,55.51,"115,460"
30.700001,.082000002,.57999998,53.5,"111,280",7.5,51.84,"107,830"
28.799999,.27900001,1.1900001,71.56,"148,850",4.2,64.7,"134,580"
7.1999998,1.525,.73000002,45.41,"94,450",1.6,42.07,"87,500"
18.799999,.21799999,.47,51.66,"107,460",2.7,51.53,"107,190"
9.3999996,1.501,1.17,50,"104,000",3.1,47.23,"98,230"
5.5,1.753,1.85,53.88,"112,080",3.7,52.85,"109,930"
19.299999,.205,.55000001,46.48,"96,670",2.3,47.89,"99,620"
24.5,.228,1.24,50.94,"105,950",2.7,46.06,"95,810"
6.4000001,1.827,.98000002,47.98,"99,800",2.4,46.77,"97,270"
15.3,.23100001,1.21,49.03,"101,980",3.7,46.81,"97,370"
6.9000001,1.543,.75999999,50.15,"104,310",3.8,43.93,"91,380"
25.9,.044,1.01,*,*,*,*,*
23.4,.59200001,2.6400001,86.31,"179,520",3.9,76.82,"159,790"
6.5999999,.89399999,.97000003,52.35,"108,890",2.8,48.99,"101,890"
11,.95700002,1.42,26.51,"55,140",2.6,24.99,"51,970"
14.7,.31999999,1.75,28.55,"59,390",4.2,27.4,"56,990"
12.1,.30899999,.75999999,26.87,"55,880",2.3,25.85,"53,770"
14.9,.17900001,1.67,24.68,"51,340",3.2,23.81,"49,520"
20.6,.118,1.4400001,27.82,"57,870",9.8,24.83,"51,650"
9.6999998,.52399999,1.05,25.56,"53,160",2.5,23.76,"49,420"
7.5999999,.79500002,.88,30.28,"62,980",1.8,31.11,"64,700"
22,.163,1.78,30.99,"64,460",5.6,30.49,"63,410"
33.400002,.037,.30000001,32.11,"66,790",9.4,27.37,"56,920"
11.2,.45100001,.99000001,33.07,"68,780",7.6,31.19,"64,880"
12.8,.33399999,1.1,27.39,"56,970",5.1,25.18,"52,380"
18.4,.456,.85000002,28.2,"58,650",4.8,27.49,"57,180"
14.8,.42199999,1.16,22.01,"45,770",2.8,20.4,"42,420"
36.799999,.098999999,.94,*,*,*,*,*
47.700001,.045000002,.44999999,29.12,"60,580",17.6,23.65,"49,190"
10.8,.030999999,.2,38.74,"80,590",11.7,33.36,"69,400"
38.099998,.0089999996,.07,25.91,"53,900",12,26.26,"54,610"
6.1999998,.034000002,.22,27.37,"56,930",2.1,26.16,"54,410"
18.700001,.013,.27000001,43.04,"89,530",7.7,37.12,"77,220"
14.4,.145,.18000001,38.99,"81,090",5.9,29.1,"60,520"
17.9,.033,.28999999,60.45,"125,740",2.9,58.93,"122,580"
44.900002,.039999999,.63,47.04,"97,840",3.6,48.36,"100,600"
24.4,.29100001,.49000001,38.06,"79,160",4.2,33.4,"69,460"
34.900002,.021,.40000001,56.51,"117,530",9.1,49.77,"103,510"
14.4,.322,.56,44.79,"93,170",13.2,36.17,"75,230"
16.299999,.204,1.02,*,*,*,*,*
17.1,.014,.31999999,44.5,"92,550",6.8,43.14,"89,730"
46,.086000003,.63,53.46,"111,190",3.3,48.49,"100,860"
36.5,.075000003,.94999999,26.13,"54,340",14.1,20.12,"41,850"
9.8000002,.45699999,.60000002,37.06,"77,090",4.8,34.6,"71,970"
7.4000001,.16599999,.67000002,36.25,"75,410",2.2,33.93,"70,570"
40.200001,.0089999996,.20999999,35.23,"73,280",8.4,37.6,"78,210"
44.900002,.011,.25,28.42,"59,120",21.9,30.61,"63,670"
20.299999,.090999998,.37,38.25,"79,560",2,38.13,"79,310"
34.400002,.054000001,.37,17.93,"37,290",3.4,17.91,"37,260"
44,.25099999,.47999999,20.92,"43,520",2.5,20.16,"41,930"
24,.30700001,.68000001,22.74,"47,300",2.9,20.5,"42,640"
13.1,.23100001,2.22,36.47,"75,860",6.8,32.11,"66,790"
18.6,.13600001,.58999997,24.88,"51,750",3.1,22.7,"47,220"
19.299999,.090999998,.86000001,26.54,"55,190",3.7,25.09,"52,200"
13.9,.27599999,.58999997,24.45,"50,860",5,24.33,"50,610"
3.5999999,1.811,.94999999,32.38,"67,340",1.5,32.44,"67,470"
31,.118,.38999999,20.81,"43,290",9.4,18.37,"38,210"
20.200001,.164,.22,22.06,"45,880",2.5,22.15,"46,080"
10.9,.62400001,.37,23.25,"48,350",4.7,20.4,"42,430"
6.8000002,.375,1.97,33.11,"68,870",1.8,33.31,"69,280"
5.3000002,.98299998,.46000001,22.2,"46,180",2.6,20.8,"43,260"
7.6999998,.69300002,.58999997,28.13,"58,510",3.4,26.83,"55,800"
16,.28799999,.37,20.86,"43,380",3.7,19.74,"41,070"
15.9,.101,.25,34.3,"71,350",4.4,36.98,"76,910"
20,.23,.56999999,29.1,"60,520",3.6,27.67,"57,540"
14.7,.69499999,1.13,23.39,"48,640",3.3,21.83,"45,400"
9.3000002,.88700002,.33000001,18.39,"38,260",2.2,17.15,"35,680"
11.7,.16599999,.43000001,21.72,"45,180",5,18.78,"39,060"
27.200001,.30899999,.44,18.54,"38,570",11.6,17.55,"36,500"
14.8,.206,.58999997,24.03,"49,990",2.5,23.23,"48,310"
32.099998,.025,.17,32.5,"67,590",7.6,32.54,"67,680"
43,.025,.43000001,21.34,"44,400",19.3,17.83,"37,080"
4.5999999,3.993,.91000003,72.15,"150,070",2.6,63.64,"132,380"
28.4,.039999999,.37,27.51,"57,220",3,27.56,"57,320"
7.0999999,.068000004,.67000002,55.75,"115,970",1.9,49.83,"103,640"
22.6,.027000001,.63,32.42,"67,430",12.7,22.89,"47,610"
10.8,.17399999,.87,56.7,"117,940",8,50.99,"106,060"
8.6999998,1.9119999,.94,29.48,"61,320",2,28.11,"58,460"
34.200001,.097999997,.92000002,*,*,*,*,*
17.6,.59899998,1.61,29.2,"60,730",10.7,23.38,"48,620"
18.9,.264,.85000002,30.29,"63,010",4.7,27.32,"56,830"
20.6,.34299999,.57999998,*,*,*,*,*
17.299999,.17,.75,*,"88,400",9.5,*,"76,600"
28.200001,.29100001,.81999999,*,"73,720",15.4,*,"60,960"
22.4,.121,.46000001,*,"95,530",9.8,*,"86,660"
19.6,.22,.63,*,"95,730",11,*,"76,950"
40.400002,.041999999,.56,*,*,*,*,*
23,.106,.72000003,*,*,*,*,*
42.200001,.016000001,.38,*,*,*,*,*
22.799999,.07,.72000003,*,*,*,*,*
22.9,.064000003,.72000003,*,*,*,*,*
23,.119,1.04,*,*,*,*,*
18,.229,.88,*,"75,940",12.9,*,"62,900"
24.299999,.078000002,.81999999,*,"78,480",13.5,*,"64,750"
14.2,.456,.33000001,*,"107,050",8.5,*,"88,340"
34.599998,.198,.50999999,*,"74,750",5,*,"70,470"
17.4,.289,.68000001,*,"59,110",8.4,*,"58,310"
20.799999,.039000001,1.1,*,"62,360",10.8,*,"59,730"
20.4,.041000001,.41,*,"71,650",6,*,"63,940"
36.200001,.055,.46000001,*,*,*,*,*
37.400002,.044,.5,*,*,*,*,*
17.700001,.551,.82999998,*,"63,020",14.2,*,"55,560"
21.299999,.192,.94999999,*,*,*,*,*
21.299999,.366,.75,*,*,*,*,*
24.5,.146,.75999999,*,*,*,*,*
20,.156,1.05,*,*,*,*,*
36.900002,.13699999,.85000002,*,*,*,*,*
43.099998,.52499998,.55000001,*,"25,680",10.8,*,"19,140"
36.400002,.034000002,1.87,*,*,*,*,*
17.700001,.096000001,.82999998,*,"59,580",9.3,*,"57,320"
22.4,.89399999,1.12,29.33,"61,010",6.4,25.01,"52,030"
9.5,3.3150001,1.15,18.13,"37,700",6.9,14.49,"30,130"
13.9,1.2869999,1.3,*,"54,640",4.5,*,"56,880"
3.2,10.7,1.08,*,"59,670",1.8,*,"58,840"
3.0999999,5.4920001,1.26,*,"59,360",1.8,*,"58,510"
4.1999998,.089000002,1.0599999,*,"60,150",2.1,*,"58,610"
2.8,8.1479998,1.13,*,"61,650",1.6,*,"60,320"
4.3000002,.70999998,1.28,*,"62,740",1.7,*,"60,750"
22.1,.105,.51999998,*,"58,750",3.6,*,"58,670"
4.5,.84899998,.64999998,*,"59,640",1.9,*,"59,240"
4.1999998,.542,.88,*,"58,640",1.9,*,"58,450"
4.6999998,.81800002,.86000001,*,"61,280",1.9,*,"60,290"
11.7,.050000001,.19,*,"57,070",2.4,*,"62,880"
43.900002,.49900001,1.17,*,*,*,*,*
9.3000002,1.171,.69999999,21.79,"45,320",5.7,18.59,"38,670"
17,1.802,.87,*,"35,620",4.6,*,"29,320"
2.8,4.3600001,1.02,11.74,"24,410",3,11.2,"23,300"
16.6,.037,.46000001,33.32,"69,310",2.9,31.58,"65,700"
13.6,.035,.40000001,21.89,"45,540",2,19.63,"40,830"
3.5,.83099997,.93000001,30.63,"63,700",1.3,29.72,"61,810"
7.5999999,.252,.40000001,15.23,"31,680",2.9,14.85,"30,890"
14.5,.086000003,1.1799999,31.65,"65,840",2.4,31.06,"64,600"
20.799999,.013,.22,17.12,"35,610",7.2,14.74,"30,650"
5.9000001,1.05,.94999999,34.34,"71,430",1.3,33.78,"70,260"
3.9000001,5.3530002,.58999997,*,"24,230",2.2,*,"23,280"
45.099998,.142,.2,19.87,"41,330",6.2,19.75,"41,090"
13.4,.20100001,.75,43.66,"90,820",3.8,40.28,"83,770"
21.299999,.037999999,.47999999,20.79,"43,240",12.4,19.05,"39,620"
28.9,.257,1.23,34.11,"70,960",2.5,31.52,"65,570"
30.6,.12,.55000001,32.51,"67,610",4.7,29.66,"61,690"
12.2,.030999999,.23999999,30.87,"64,200",6.8,27.39,"56,960"
14.2,.26699999,.87,12.89,"26,810",5,12.84,"26,710"
6,1.288,.85000002,24.59,"51,140",2,23.25,"48,360"
16.299999,.52600002,1.34,30.57,"63,590",6.2,25.15,"52,300"
12.7,1.527,1.8,14.17,"29,470",2.7,13.23,"27,520"
38,.067000002,.82999998,24.68,"51,330",4,23.29,"48,440"
36.299999,.033,.61000001,24.69,"51,350",16.5,21.53,"44,770"
12.2,.48300001,.58999997,33.76,"70,210",2.7,30.65,"63,750"
13.5,.92500001,.56,*,"44,640",4.4,*,"38,440"
8.3999996,.131,1.01,*,"32,760",6.4,*,"33,490"
23.9,.037999999,.36000001,*,*,*,*,*
36.099998,.134,.47999999,38.74,*,15.6,40.19,*
35.5,.169,.83999997,25.59,"53,230",12.3,17.74,"36,900"
16.4,.097000003,1.75,*,*,*,*,*
12.9,.118,.43000001,19.93,"41,460",8.7,16.32,"33,950"
5.8000002,2.681,1.64,32.4,"67,400",2.1,28.35,"58,970"
8.3000002,.43599999,.63999999,32.41,"67,410",7.5,26.58,"55,290"
12.5,.50599998,1.4400001,35.98,"74,840",2.5,35.07,"72,950"
9.6000004,.185,.57999998,29.38,"61,110",2.8,27.5,"57,200"
21.299999,.034000002,.23,19.18,"39,890",8.9,15.94,"33,150"
15.5,.46700001,.92000002,20.01,"41,620",3.3,18.67,"38,840"
11.9,.101,.47,18.92,"39,350",4,16.3,"33,910"
23.1,.041999999,.44999999,25.78,"53,620",9,20.6,"42,860"
17.200001,.30399999,.88,17.42,"36,230",4.8,13.95,"29,020"
22.4,.096000001,.66000003,28.29,"58,830",6.2,25.57,"53,180"
14,.13699999,.63999999,26.98,"56,120",7.4,22.82,"47,460"
36.400002,.030999999,.23,40.57,"84,380",3.9,40.98,"85,240"
26.5,.26499999,1.12,34.95,"72,700",12.3,30.48,"63,390"
14,.87699997,1.13,82.11,"170,790",9.2,72.31,"150,400"
6.9000001,.38,.86000001,25.34,"52,710",6.6,26.23,"54,560"
20,.199,.75999999,61.6,"128,120",14.7,47.22,"98,220"
6.6999998,1.784,.81999999,59.35,"123,440",1.2,60.08,"124,960"
34.099998,.206,.95999998,108.29,"225,240",11.1,#,#
18.4,.45100001,.50999999,93.57,"194,620",11.2,93.28,"194,020"
44.299999,.59899998,2.02,56.18,"116,860",4.6,50.06,"104,130"
31.700001,.097000003,.73000002,87.79,"182,600",23.5,89.66,"186,500"
35.599998,.183,.89999998,102.58,"213,370",13.1,95.08,"197,770"
34.599998,.113,.63999999,110.64,"230,130",10,#,#
16.4,.417,1.54,105.38,"219,190",9.6,#,#
12.5,1.608,.63999999,91.7,"190,730",8.5,91.03,"189,340"
15.2,.63499999,.82999998,45.95,"95,580",5.8,50.44,"104,920"
12.7,1.099,1.24,48.57,"101,030",3.7,46.97,"97,700"
10.2,1.684,1.0599999,46.11,"95,900",2.4,44.78,"93,140"
43.400002,.14300001,1.1799999,36.01,"74,890",3.5,35.09,"72,990"
22.4,.083999999,.64999998,20.14,"41,880",5.6,17.95,"37,330"
6.6999998,.94400001,1.05,29.92,"62,230",1.1,29.56,"61,480"
11.4,1.461,1.46,41.92,"87,200",5.1,38.97,"81,050"
24.6,.039999999,.91000003,22.61,"47,030",7.8,20.58,"42,800"
15.5,.32600001,.67000002,51.05,"106,180",7.1,45.8,"95,270"
3.8,17.091999,.83999997,35.9,"74,670",1.3,35.39,"73,610"
26.9,.405,1.35,78.81,"163,920",5.2,81.15,"168,790"
27.5,.018999999,.41999999,51.61,"107,340",4,51.5,"107,120"
10.5,.91399997,.77999997,52.06,"108,290",2.8,52.21,"108,590"
6.8000002,2.2709999,1,26.14,"54,370",1.8,25.32,"52,670"
12,1.3660001,.92000002,37.46,"77,910",2.2,37.13,"77,230"
16.700001,.55299997,1.41,26.06,"54,210",4.4,24.52,"51,000"
10.8,.396,.81999999,38.38,"79,840",6.2,35.49,"73,810"
7,.074000001,.56,39.03,"81,180",1.8,38.73,"80,560"
6.6999998,1.244,.88,28.49,"59,260",2.1,28.78,"59,870"
21.200001,.26300001,1,34.94,"72,680",1.6,34.82,"72,430"
