AREA,AREA_NAME,Short_name,OCC_TITLE,Short_title,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_MEDIAN,A_MEDIAN
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Rehabilitation Counselors,Rehabilitation Couns,"4,300",10.5,0.71,0.98,17.14,"35,640",4.9,13.99,"29,100"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","Substance Abuse, Beh","9,640",8.7,1.595,0.94,23.84,"49,590",8.2,20.57,"42,780"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Counselors, All Other","Counselors, All Othe",710,17.4,0.117,0.61,22.02,"45,810",5.7,21.42,"44,550"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Child, Family, and School Social Workers","Child, Family, and S","14,490",4.3,2.397,1.12,29.28,"60,900",9.7,26.86,"55,880"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Healthcare Social Workers,Healthcare Social Wo,"7,520",20.5,1.244,1.06,35.2,"73,210",4.2,34.38,"71,510"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Mental Health and Substance Abuse Social Workers,Mental Health and Su,"4,020",17,0.664,0.85,25.14,"52,290",4,22.52,"46,840"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Social Workers, All Other","Social Workers, All ","2,250",6.2,0.371,0.91,31.93,"66,400",2.5,33.22,"69,100"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Health Educators,Health Educators,"3,000",10.4,0.497,1.22,27.8,"57,830",3.1,25.42,"52,880"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Probation Officers and Correctional Treatment Specialists,Probation Officers a,"3,760",1.9,0.622,1.01,40.47,"84,180",3.2,42.15,"87,670"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Social and Human Service Assistants,Social and Human Ser,"25,070",11.6,4.145,1.54,22.8,"47,430",6.2,21.08,"43,850"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Community Health Workers,Community Health Wor,"1,660",12.8,0.275,0.71,22.1,"45,970",3.1,20.8,"43,270"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Community and Social Service Specialists, All Other",Community and Social,"4,180",7.9,0.692,0.97,23.33,"48,530",4.5,21.71,"45,160"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Clergy,Clergy,"1,850",8.1,0.305,0.87,30.96,"64,390",4.5,27.92,"58,080"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Directors, Religious Activities and Education","Directors, Religious","1,320",18.4,0.219,1.46,26.35,"54,810",6.4,23.39,"48,640"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Religious Workers, All Other","Religious Workers, A",390,23.8,0.064,1.11,24.43,"50,820",15.7,16.78,"34,900"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Lawyers,Lawyers,"34,910",3.7,5.773,1.31,83.84,"174,390",2.9,74.18,"154,300"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Judges, Magistrate Judges, and Magistrates","Judges, Magistrate J",180,9.4,0.03,0.15,90.16,"187,540",5.4,89,"185,110"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Paralegals and Legal Assistants,Paralegals and Legal,"13,840",7.6,2.289,1.12,25.57,"53,190",4,22.86,"47,540"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Title Examiners, Abstractors, and Searchers","Title Examiners, Abs","1,800",23,0.297,0.8,29.06,"60,450",7.3,27.34,"56,860"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Legal Support Workers, All Other",Legal Support Worker,"3,220",19.2,0.533,1.71,23.25,"48,370",6.1,22.31,"46,410"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Business Teachers, Postsecondary","Business Teachers, P","1,720",13,0.285,0.48,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Computer Science Teachers, Postsecondary",Computer Science Tea,"1,080",21.8,0.178,0.79,*,"121,260",6.8,*,"108,200"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Mathematical Science Teachers, Postsecondary",Mathematical Science,"1,990",7.7,0.329,0.92,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Architecture Teachers, Postsecondary",Architecture Teacher,80,10.8,0.013,0.26,*,"105,200",7,*,"89,530"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Engineering Teachers, Postsecondary",Engineering Teachers,600,11.8,0.099,0.37,*,"135,640",3.5,*,"133,110"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Biological Science Teachers, Postsecondary",Biological Science T,"1,780",18.2,0.295,0.84,*,"131,320",5,*,"114,880"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Atmospheric, Earth, ",610,19.2,0.1,1.33,*,"113,570",9.3,*,"97,090"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Chemistry Teachers, Postsecondary","Chemistry Teachers, ",580,18.2,0.095,0.65,*,"123,810",4.5,*,"108,700"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Environmental Science Teachers, Postsecondary",Environmental Scienc,80,36.7,0.013,0.31,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Physics Teachers, Postsecondary","Physics Teachers, Po",440,11.7,0.073,0.76,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Anthropology and Archeology Teachers, Postsecondary",Anthropology and Arc,170,8.5,0.028,0.7,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Area, Ethnic, and Cu",430,14.6,0.072,1.04,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Economics Teachers, Postsecondary","Economics Teachers, ",260,15,0.043,0.48,*,"131,580",8.4,*,"98,690"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Geography Teachers, Postsecondary","Geography Teachers, ",160,16.5,0.027,0.95,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Political Science Teachers, Postsecondary",Political Science Te,380,17.3,0.063,0.55,*,"125,030",6.9,*,"99,740"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Psychology Teachers, Postsecondary","Psychology Teachers,","1,730",12.4,0.285,1.1,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Sociology Teachers, Postsecondary","Sociology Teachers, ",400,7.3,0.066,0.69,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Social Sciences Teachers, Postsecondary, All Other",Social Sciences Teac,"1,000",10.2,0.166,1.42,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Health Specialties Teachers, Postsecondary",Health Specialties T,"4,310",14.4,0.713,0.52,*,"160,300",8.1,*,"143,430"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Nursing Instructors and Teachers, Postsecondary",Nursing Instructors ,"1,570",15.5,0.259,0.66,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Education Teachers, Postsecondary","Education Teachers, ","1,410",12.9,0.234,0.55,*,"72,280",6,*,"60,140"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Criminal Justice and,230,30.8,0.038,0.38,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Law Teachers, Postsecondary","Law Teachers, Postse",420,21.1,0.069,0.58,*,"136,880",11.3,*,"106,010"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Art, Drama, and Music Teachers, Postsecondary","Art, Drama, and Musi","5,470",15.9,0.905,1.36,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Communications Teachers, Postsecondary",Communications Teach,"1,120",15.8,0.185,0.92,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"English Language and Literature Teachers, Postsecondary",English Language and,"2,630",10.3,0.434,0.9,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Foreign Language and Literature Teachers, Postsecondary",Foreign Language and,"1,190",8.5,0.198,1.03,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"History Teachers, Postsecondary","History Teachers, Po",600,13.7,0.1,0.67,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Philosophy and Religion Teachers, Postsecondary",Philosophy and Relig,740,33.1,0.122,0.76,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Graduate Teaching Assistants,Graduate Teaching As,"6,260",1.5,1.036,1.08,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Recreation and Fitness Studies Teachers, Postsecondary",Recreation and Fitne,"1,000",11.6,0.165,1.41,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Vocational Education Teachers, Postsecondary",Vocational Education,"3,300",12.3,0.545,0.68,32.24,"67,070",3.5,28.31,"58,890"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Preschool Teachers, Except Special Education","Preschool Teachers, ","16,740",6.7,2.768,0.96,17.7,"36,820",4.2,15.42,"32,060"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Kindergarten Teachers, Except Special Education",Kindergarten Teacher,"3,460",11.8,0.572,0.58,*,"67,870",2.9,*,"68,710"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Elementary School Teachers, Except Special Education",Elementary School Te,"42,560",7.5,7.038,0.71,*,"81,120",1.6,*,"82,800"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Middle School Teachers, Except Special and Career/Technical Education",Middle School Teache,"16,980",12.7,2.808,0.64,*,"75,850",2.8,*,"74,690"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Secondary School Teachers, Except Special and Career/Technical Education",Secondary School Tea,"41,150",8.1,6.805,0.94,*,"79,760",1.7,*,"81,850"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Career/Technical Education Teachers, Secondary School",Career/Technical Edu,"1,760",16.5,0.292,0.53,*,"76,920",5.1,*,"75,020"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Special Education Teachers, Kindergarten and Elementary School",Special Education Te,"5,600",11,0.927,0.71,*,"83,190",1.9,*,"85,480"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Special Education Teachers, Middle School",Special Education Te,"1,960",24.8,0.324,0.53,*,"78,420",7.8,*,"74,050"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Special Education Teachers, Secondary School",Special Education Te,"4,020",13.9,0.665,0.7,*,"84,700",4.1,*,"87,910"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Special Education Teachers, All Other",Special Education Te,680,31,0.113,0.42,*,"86,130",7.4,*,"81,910"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Adult Basic and Seco,"2,640",38,0.437,1.03,34.71,"72,190",5.1,33.95,"70,620"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Self-Enrichment Education Teachers,Self-Enrichment Educ,"8,930",12.2,1.477,0.88,22.49,"46,770",5.4,18.83,"39,170"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Teachers and Instructors, All Other, Except Substitute Teachers",Teachers and Instruc,"20,600",7.7,3.407,1.65,*,"47,250",7.1,*,"33,950"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Substitute Teachers,Substitute Teachers,"32,340",10.4,5.348,1.25,19.56,"40,690",1.5,18.81,"39,110"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Archivists,Archivists,280,31.8,0.047,1.1,26.45,"55,010",7.1,22.36,"46,500"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Curators,Curators,330,10.3,0.055,0.68,35.76,"74,380",4.3,34.15,"71,040"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Museum Technicians and Conservators,Museum Technicians a,790,8.7,0.13,1.51,24.09,"50,100",6.9,22.88,"47,590"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Librarians,Librarians,"3,310",5.2,0.548,0.62,38.22,"79,490",2.4,37.11,"77,190"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Library Technicians,Library Technicians,"3,270",10,0.541,0.86,21.57,"44,860",2.3,21.74,"45,230"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Audio-Visual and Multimedia Collections Specialists,Audio-Visual and Mul,600,22,0.099,1.35,22.36,"46,510",2.8,21.69,"45,110"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Instructional Coordinators,Instructional Coordi,"6,250",8.6,1.033,0.93,39.49,"82,140",2,41.07,"85,420"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Teacher Assistants,Teacher Assistants,"52,680",4.9,8.711,0.96,*,"35,480",0.9,*,"35,110"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Education, Training, and Library Workers, All Other","Education, Training,","7,370",24.4,1.219,1.74,22.25,"46,270",2.1,20.54,"42,710"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Art Directors,Art Directors,"4,040",6,0.668,2.5,61.05,"126,990",2.1,57.35,"119,280"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Craft Artists,Craft Artists,330,39.1,0.055,1.65,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Fine Artists, Including Painters, Sculptors, and Illustrators","Fine Artists, Includ","1,630",13.1,0.269,3.41,38.66,"80,400",6.7,31.8,"66,130"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Multimedia Artists and Animators,Multimedia Artists a,"6,720",8.5,1.111,5.3,40.2,"83,610",2.4,37.99,"79,010"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Artists and Related Workers, All Other",Artists and Related ,330,16.5,0.055,1.12,31.91,"66,380",3.8,28.11,"58,460"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Commercial and Industrial Designers,Commercial and Indus,"1,580",13.6,0.261,1.19,34.27,"71,280",3.7,32,"66,560"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Fashion Designers,Fashion Designers,"5,050",7.7,0.835,6.29,37.29,"77,570",3.5,32.59,"67,790"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Floral Designers,Floral Designers,"1,190",15.3,0.197,0.65,15.62,"32,480",5.1,14.67,"30,520"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Graphic Designers,Graphic Designers,"14,210",4.6,2.35,1.54,27.73,"57,670",1.4,25.62,"53,280"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Interior Designers,Interior Designers,"3,450",10.7,0.571,1.45,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Set and Exhibit Designers,Set and Exhibit Desi,"2,610",10.5,0.432,5.36,30.95,"64,380",5.1,26.03,"54,150"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Designers, All Other","Designers, All Other","1,140",11.9,0.189,3.47,43.82,"91,150",5.2,35.64,"74,130"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Actors,Actors,"10,940",16.5,1.809,5.93,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Producers and Directors,Producers and Direct,"21,950",5.3,3.63,4.4,61.29,"127,480",2.7,51.84,"107,830"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Athletes and Sports Competitors,Athletes and Sports ,380,36.1,0.063,0.8,*,*,*,*,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Coaches and Scouts,Coaches and Scouts,"10,540",10.4,1.743,1.06,*,"42,950",3.5,*,"35,900"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Umpires, Referees, and Other Sports Officials","Umpires, Referees, a",600,23.3,0.099,0.76,*,"29,970",9.8,*,"22,830"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Choreographers,Choreographers,140,33.2,0.023,0.61,23.38,"48,620",24.2,15.3,"31,830"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Music Directors and Composers,Music Directors and ,690,17.9,0.114,1.06,28.42,"59,110",7.4,23.01,"47,850"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Musicians and Singers,Musicians and Singer,"3,500",12.3,0.579,2.05,38.89,*,5.4,29.6,*
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Radio and Television Announcers,Radio and Television,"1,330",29.5,0.22,1.1,26.5,"55,130",7.2,21.6,"44,930"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Public Address System and Other Announcers,Public Address Syste,580,27.4,0.096,1.73,19.76,"41,100",11.1,14.03,"29,190"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Reporters and Correspondents,Reporters and Corres,"1,790",13.5,0.296,1.09,27.99,"58,230",7,22.14,"46,050"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Public Relations Specialists,Public Relations Spe,"10,130",6.2,1.675,1.02,33.53,"69,740",3,28.89,"60,080"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Editors,Editors,"5,180",7.7,0.856,1.26,39.23,"81,610",2.8,32.25,"67,090"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Technical Writers,Technical Writers,"1,730",8.7,0.286,0.82,41.59,"86,510",2.2,39.73,"82,650"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Writers and Authors,Writers and Authors,"4,830",7.4,0.798,2.51,52.61,"109,430",5.1,37.35,"77,690"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Interpreters and Translators,Interpreters and Tra,"2,650",8,0.438,1.18,24.95,"51,890",4.8,25.94,"53,940"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Media and Communication Workers, All Other",Media and Communicat,"6,590",12.3,1.09,7.22,28.65,"59,590",5.1,26.07,"54,210"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Audio and Video Equipment Technicians,Audio and Video Equi,"9,990",7.4,1.652,3.24,26.16,"54,410",3.4,21.74,"45,210"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Broadcast Technicians,Broadcast Technician,"2,990",10.9,0.495,2.32,22.29,"46,360",3.7,18.77,"39,040"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Sound Engineering Technicians,Sound Engineering Te,"3,680",9.1,0.609,6.49,39.64,"82,460",6.1,32.65,"67,910"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Photographers,Photographers,"3,040",7.3,0.503,1.45,27.69,"57,600",4,25.57,"53,180"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Camera Operators, Television, Video, and Motion Picture","Camera Operators, Te","4,930",9.1,0.816,5.57,36.75,"76,430",5.7,32.17,"66,910"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Film and Video Editors,Film and Video Edito,"12,210",6.3,2.019,9.36,53.5,"111,270",6.6,35.8,"74,470"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Media and Communication Equipment Workers, All Other",Media and Communicat,"7,840",8.1,1.296,9.71,40.61,"84,470",2.1,40.98,"85,250"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Chiropractors,Chiropractors,"1,580",22.4,0.261,1.11,43.64,"90,760",12.9,32.6,"67,820"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Dentists, General","Dentists, General","6,580",12.1,1.089,1.41,69.18,"143,900",10.1,56.87,"118,280"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Oral and Maxillofacial Surgeons,Oral and Maxillofaci,330,41.8,0.054,1.62,127.16,"264,500",12.8,#,#
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Dentists, All Other Specialists","Dentists, All Other ",100,29.4,0.016,0.5,81.68,"169,890",8.6,86.27,"179,430"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Dietitians and Nutritionists,Dietitians and Nutri,"2,780",11.4,0.46,1.04,34.29,"71,320",1.5,35.18,"73,170"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Optometrists,Optometrists,"1,250",17.7,0.207,0.79,54.26,"112,860",5.1,54,"112,320"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Pharmacists,Pharmacists,"11,060",9.7,1.828,0.84,64.83,"134,840",1.7,67.46,"140,320"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Anesthesiologists,Anesthesiologists,"1,300",33.5,0.215,1,135.12,"281,050",6.8,#,#
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Family and General Practitioners,Family and General P,"5,720",14.9,0.947,1.07,89.94,"187,080",11.6,87.86,"182,750"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Internists, General","Internists, General","1,470",18.7,0.243,0.82,95.95,"199,580",7.7,93.33,"194,120"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Obstetricians and Gynecologists,Obstetricians and Gy,930,27.5,0.155,1.17,87.29,"181,560",9.7,76.25,"158,590"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Pediatricians, General","Pediatricians, Gener","1,540",19,0.255,1.26,84.34,"175,430",6.5,77.31,"160,810"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Psychiatrists,Psychiatrists,"1,000",24.5,0.166,0.94,116.38,"242,080",11.9,#,#
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Surgeons,Surgeons,"1,370",18.1,0.226,0.84,87.08,"181,120",10.8,83.71,"174,120"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Physicians and Surgeons, All Other",Physicians and Surge,"9,600",9.7,1.588,0.64,110.89,"230,640",4.8,#,#
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Physician Assistants,Physician Assistants,"2,920",12.8,0.483,0.63,50.49,"105,030",3.6,53,"110,230"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Podiatrists,Podiatrists,340,15,0.057,0.84,38.49,"80,050",11.4,24.33,"50,600"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Occupational Therapists,Occupational Therapi,"3,940",9.6,0.652,0.74,42.96,"89,370",2.1,43.93,"91,370"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Physical Therapists,Physical Therapists,"8,040",15.4,1.33,0.84,45.29,"94,210",3.8,45.08,"93,760"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Radiation Therapists,Radiation Therapists,260,18.7,0.044,0.36,50.34,"104,710",3.7,53.58,"111,440"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Recreational Therapists,Recreational Therapi,370,11.5,0.062,0.48,32.91,"68,460",2.2,32.95,"68,530"
